text,label,style
electrode pads for my TENS machine keep wearing out,"Stimulator, supplies",natural_diverse
seeing a counsellor,Clinical Counsellor,vague_turn1
diagnostic test for my eye condition,Diagnostic Vision Test,partial_turn2
I think this claim is supposed to go through my provincial plan first?,Provincial Replacement Plan,confused_student
chiropody foot care visit,Chiropody (Foot Care) Treatment,terse
Where do I claim a raised toilet seat I bought for post-surgery recovery?,Raised Toilet seat (purchase),question
shoe modification,Other foot care services (i.e. orthopedic shoe modification),vague_turn1
dietitian appointment for my celiac disease diet,Dietitian Services,natural_diverse
OTHER lab tests not the standard blood work categories,Other laboratory and diagnostic tests,natural_diverse
those little wet pad things I use before I prick my finger for blood sugar,Alcohol swabs,confused_student
"automatic, fires itself",Insulin Gun (automatic),partial_turn2
"I need buy more sensor patch for glucose machine, the one you stick on arm",Glucose Monitoring System Supplies/Sensors,esl_speaker
"had shoes custom built for my bunions and hammer toes, expensive",Orthopaedic or custom made shoes,natural_diverse
vision therapy,Other vision services (i.e. safety glasses),vague_turn1
claiming insulin pump supplies for my daughter - new infusion sets and reservoirs,Insulin infusion pump supplies,parent_or_dependent
speech therapy | SLP | for my child's stutter,Speech Therapy,progressive
eye training for convergence,Other vision services (i.e. safety glasses),partial_turn2
I went in that big tube machine that takes pictures of the inside of your body,MRI (Magnetic Resonance Imaging),confused_student
contact lenses | daily wear | prescription needed,Prescription Contacts,progressive
submitting for genetic testing for hereditary cancer risk,Screening (for DNA/Genetic purposes),natural_diverse
wig,Wig,vague_turn1
ND treating my hormonal issues,Naturopathic Treatment,partial_turn2
very tight knee socks,"Compression Stockings, knee length (30 mmhg & over)",vague_turn1
"had dental records done, panoramic x-ray and photos for ortho",Other Orthodontic/Dental Services (i.e. orthodontic records),natural_diverse
"CUSTOM orthopaedic shoes not just regular shoes, made for my medical condition",Orthopaedic or custom made shoes,natural_diverse
"I got a little steam machine that puts warm moisture in the air, helps with congestion",Vaporizer (table top),confused_student
audiologist made them,Ear Plugs (custom made),partial_turn2
"the receiver, the screen part",Glucose Monitoring System Receiver,partial_turn2
I need more of those sticky pad things for my shock machine,"Stimulator, supplies",confused_student
"special lab work ordered by specialist, unusual test",Other laboratory and diagnostic tests,natural_diverse
mental health | seeing a psych | she has her PhD and is registered,Psychologist,progressive
is there really a difference between custom and non-custom in the dropdown? mine is just from shoppers,Brace (Non-custom),complaint
"ALCOHOL SWABS not bandages, the little wipes for sterilizing before injection",Alcohol swabs,natural_diverse
"braces put on last month, paying monthly for the whole treatment",Orthodontic Services (Braces - initial and monthly fee),natural_diverse
MSW sessions,Social Worker (Masters level),vague_turn1
"pre-orthodontic diagnostic work, impressions photos and xrays",Other Orthodontic/Dental Services (i.e. orthodontic records),natural_diverse
glasses | safety kind required for work,Safety Glasses,progressive
elbow crutches,Forearm Crutch (purchase),vague_turn1
bathroom safety bars,Grab Bar/Bath Bar - permanent fixtures (purchase),vague_turn1
sleep test | spent the night at clinic | for diagnosis,Sleep Study,progressive
naturopathic doctor ND designation,Naturopathic Treatment,partial_turn2
claiming psychotherapy sessions for my spouse with a registered psychotherapist for workplace burnout,Psychotherapist,parent_or_dependent
my gynecologist ordered a CA-125 test because of a cyst they found on my ovary during ultrasound,CA-125 (Cancer Antigen) Test,storyteller
claiming a TENS unit for my husband's chronic back pain,"Stimulator, muscle/nerve (TENS)",natural_diverse
hearing aids,Hearing Aids,vague_turn1
pre-approval | not actual claim | before my surgery,Estimate/Pre-Authorization,progressive
mobility aid for my dad,Walker - non wheeled (purchase),vague_turn1
"knee support | regular kind, not custom fitted",Brace (Non-custom),progressive
misc medical item claim,Other medical items,terse
"hired a home support worker after my surgery, help with bathing and meals",In Home Support Services,natural_diverse
attaches to my inhaler,Aerochamber,partial_turn2
submitting for home care hours for my disabled parent,In Home Support Services,natural_diverse
knee support thing,Brace (Non-custom),vague_turn1
"insulin pen, the reusable one you click the cartridges into",Insulin Pen Injector,natural_diverse
CGM | monthly sensors | the round stickers that monitor my sugar,Glucose Monitoring System Supplies/Sensors,progressive
"doctor said i need a glucose meter, got one at shoppers for $30",Blood glucose meter,natural_diverse
"they put a lift in my existing shoe to make one side higher, is that a modification?",Other foot care services (i.e. orthopedic shoe modification),confused_student
purchased a Jon Renau human hair wig from Continental Hair in Toronto,Wig,brand_specific
bought a raised toilet seat for my father after his hip replacement surgery,Raised Toilet seat (purchase),parent_or_dependent
wheels so I can move it room to room,Wheeled Commode (purchase),partial_turn2
orthoptic treatment,Other vision services (i.e. safety glasses),partial_turn2
"these are CUSTOM orthotics, not the $30 insoles from Shoppers, they were made from a 3D scan of my feet",Custom made foot orthotics,complaint
"province paid some, claiming the balance",Provincial Replacement Plan,partial_turn2
"I went to someone who put tiny needles all over my back, is that acupuncture?",Acupuncture,confused_student
Where do I submit claims for nursing home or long-term care facility costs?,Nursing Home and Long Term Care,question
"continuous glucose monitor system receiver only, the sensor goes on my arm and this reads it",Glucose Monitoring System Receiver,natural_diverse
insulin pump device,Insulin infusion pump,terse
long term care | facility | medical portion of fees,Nursing Home and Long Term Care,progressive
the shower chair so I don't fall,Bath Bench/Chair (purchase),partial_turn2
TENS electrode pads refill,"Stimulator, supplies",terse
my diabetic father uses an insulin pen and needs to claim the device cost,Insulin Pen Injector,parent_or_dependent
bachelor level social worker,Social Worker (Bachelors),partial_turn2
"I bought one of those bags you microwave and put on your sore neck, it's reusable",Heat Therapy - Re-usable items (purchase),confused_student
leg compression | not off the shelf | fitted by the orthotics place,"Compression Stockings, custom, any length",progressive
cane,"Cane, standard",vague_turn1
four point cane not regular,Quad Cane (purchase),partial_turn2
dietitian sessions for my condition,Dietitian Services,partial_turn2
"not the gun or pump, the pen",Insulin Pen Injector,partial_turn2
registered massage therapist session for my whiplash from the car accident,Massage,natural_diverse
"sleep machine | the actual device, not the mask or tube","CPAP, APAP, BIPAP Machine",progressive
firm leg socks,"Compression Stockings, knee length (20-29 mmhg)",vague_turn1
"doctor say I need strong sock for knee, 25 mmhg, I buy from pharmacy","Compression Stockings, knee length (20-29 mmhg)",esl_speaker
"claiming my son's continuous glucose monitor sensors, he replaces them every two weeks",Glucose Monitoring System Supplies/Sensors,natural_diverse
"doctor send me to place where they scan foot and make special insole only for me, custom",Custom made foot orthotics,esl_speaker
"I filed under 'CPAP Machine' but I only bought a new mask, the machine was already claimed","CPAP, APAP, BIPAP Mask",wrong_guess
"this isn't a regular brace, it's a custom AFO that was molded to my leg, the categories are so confusing","Brace, AFO/KAFO (Custom)",complaint
I need crutches long-term for my disability so my physio recommended forearm crutches that wrap around my arm instead of going under my armpit,Forearm Crutch (purchase),storyteller
the device attached to me,Insulin infusion pump,vague_turn1
the devices in my ears,Hearing Aids,partial_turn2
"the HEARING TEST itself not the consultation, the booth audiogram",Audiometric Exam,natural_diverse
sleep apnea thing | the machine itself | just got diagnosed,"CPAP, APAP, BIPAP Machine",progressive
homeopathic medicine and consultation visit,Homeopathic Treatment,natural_diverse
medical wig after cancer treatment caused hair loss,Wig,natural_diverse
"my wife got custom made stockings after her surgery, they measured her legs","Compression Stockings, custom, any length",natural_diverse
"my doctor ordered a blood test to check my prostate, the PSA number",PSA Test (Prostate Specific Antigen),confused_student
blood pressure thing | home monitor | doctor wants me tracking daily,Blood pressure monitor,progressive
"it's a FOREARM crutch, not a regular underarm one, the cuff goes around my forearm",Forearm Crutch (purchase),complaint
Submitting for a 24-hour ambulatory blood pressure monitoring study for white coat hypertension evaluation,Ambulatory Blood Pressure Test,detailed_clinical
"went for my annual eye checkup, optometrist visit",Eye Exam,natural_diverse
My old CPAP mask was leaking air around the seal so I went to the sleep store and got a new full-face mask that fits better,"CPAP, APAP, BIPAP Mask",storyteller
"contacts not glasses, the monthly disposable prescription ones",Prescription Contacts,natural_diverse
social worker with a bachelor's social worker support for my mental health after job loss,Social Worker (Bachelors),natural_diverse
"getting a replacement CPAP nasal mask for my wife, her old one cracked","CPAP, APAP, BIPAP Mask",parent_or_dependent
compression gloves arthritis,Other garment brace services (i.e. compression gloves),natural_diverse
"BLOOD allergy test not skin scratch test, they took blood for the allergy antibodies panel",Blood test for Allergies (IG test not eligible),natural_diverse
"the MACHINE itself not the mask or tubes, the actual CPAP unit","CPAP, APAP, BIPAP Machine",natural_diverse
custom orthotics rx,Custom made foot orthotics,terse
safety bars in bathroom for my mom,Grab Bar/Bath Bar - permanent fixtures (purchase),partial_turn2
"OTHER foot service not orthotics or chiropody, they altered my actual shoe",Other foot care services (i.e. orthopedic shoe modification),natural_diverse
"doing online CBT program, the app based therapy thing my doctor suggested",Digital Cognitive Behavioural Therapy,natural_diverse
"just the exam, no glasses",Eye Exam,partial_turn2
I was admitted to The Ottawa Hospital Civic Campus for three days after surgery,Hospital (within your province),storyteller
treatment plan before work begins,Dental Estimate for Services,partial_turn2
Submitting a comprehensive dental treatment plan estimate for prior authorization of recommended restorative procedures,Dental Estimate for Services,detailed_clinical
"submitting for orthodontics for my son, initial and ongoing fees",Orthodontic Services (Braces - initial and monthly fee),natural_diverse
stationary bedside commode,Stationary Commode (purchase),terse
the bags for my stoma,Ostomy,partial_turn2
dentist took impressions and x-rays for orthodontic planning,Other Orthodontic/Dental Services (i.e. orthodontic records),natural_diverse
Submitting for thigh-length graduated compression hosiery rated 15-20 mmHg with silicone grip band,"Compression Stockings, thigh/full (15-19 mmhg)",detailed_clinical
I think these go under 'Other garment brace services' but they're actually footless compression tights,"Compression Calf Sleeves/Tights (footless), any length",wrong_guess
"really hard to put on, very tight","Compression Stockings, knee length (30 mmhg & over)",partial_turn2
mental health | app based CBT | doctor subscribed me,Digital Cognitive Behavioural Therapy,progressive
reusable heat pack not single use,Heat Therapy - Re-usable items (purchase),partial_turn2
"prescription lenses, need them to see",Prescription Glasses,partial_turn2
"I buy walker for walk, it have no wheel, you must lift and move, metal frame",Walker - non wheeled (purchase),esl_speaker
mammogram breast screening,Mammogram,natural_diverse
"I buy small device that send sugar number to phone, it connect to sensor, it is transmitter part",Glucose Monitoring System Transmitter,esl_speaker
"PRE-ESTIMATE not actual dental done yet, just the plan",Dental Estimate for Services,natural_diverse
submitting for lab tests not covered under standard categories,Other laboratory and diagnostic tests,natural_diverse
"I have insulin gun but it is not automatic, I must push by myself with hand",Insulin Gun (manual),esl_speaker
vitamin D blood test level,Vitamin D Test,terse
hearing aid purchase claim,Hearing Aids,terse
"not a raised seat, the safety frame",Versa Frame (purchase),partial_turn2
"MRI | done privately, paid out of pocket",MRI (Magnetic Resonance Imaging),progressive
"sensors, need replacing every two weeks",Glucose Monitoring System Supplies/Sensors,partial_turn2
cpap stuff,"CPAP, APAP, BIPAP Supplies",vague_turn1
optometrist eye exam annual,Eye Exam,natural_diverse
"specialist in integrative medicine, not covered under standard categories",Other health specialists,natural_diverse
Filing for the initial placement fee and monthly adjustment charges for fixed ceramic orthodontic brackets,Orthodontic Services (Braces - initial and monthly fee),detailed_clinical
TB test,TB Test/Mantoux,vague_turn1
I did a sleep study and they said I have sleep apnea so I just bought my own CPAP machine from the sleep clinic,"CPAP, APAP, BIPAP Machine",storyteller
colonoscopy | scope procedure | gastroenterologist did it,Colonoscopy,progressive
vitamin blood test,Vitamin D Test,vague_turn1
allergy blood test,Blood test for Allergies (IG test not eligible),vague_turn1
"OTHER hearing service not aids or audiogram, different ear service",Other hearing services,natural_diverse
male urinal bottle for my dad during his recovery at home,Urinal (purchase),natural_diverse
"electrodes for my tens unit, the pads lose their stickiness after a while","Stimulator, supplies",natural_diverse
after provincial plan paid their part,Provincial Replacement Plan,partial_turn2
Where do I claim a bedpan for home recovery?,Bedpan,question
my husband had a private MRI for his shoulder injury and I need to submit the receipt,MRI (Magnetic Resonance Imaging),parent_or_dependent
the steam device,Vaporizer (table top),vague_turn1
it's the screen thingy that shows my sugar levels from the sensor on my arm,Glucose Monitoring System Receiver,confused_student
pre-approval dental,Dental Estimate for Services,vague_turn1
compression socks for my knee area,"Compression Stockings, knee length (15-19 mmhg)",vague_turn1
had a lift added to my shoe to fix my leg length difference,Other foot care services (i.e. orthopedic shoe modification),natural_diverse
"monthly pump supplies, the tubing and insertion sets",Insulin infusion pump supplies,natural_diverse
homeopath doing constitutional treatment for my recurring symptoms,Homeopathic Treatment,natural_diverse
"24 HOUR blood pressure test not a regular BP reading, monitor worn all day",Ambulatory Blood Pressure Test,natural_diverse
basic walker no wheels,Walker - non wheeled (purchase),terse
I saw someone called an athletic therapist at the sports medicine place,Athletic Therapy,confused_student
the colored hard cast,"Cast, fiberglass",partial_turn2
"knee socks | really hard to put on, very tight","Compression Stockings, knee length (30 mmhg & over)",progressive
Where do I file for compression stockings that were custom made to my measurements?,"Compression Stockings, custom, any length",question
"had an x-ray at a private clinic, paid for it myself",X-Ray,natural_diverse
teeth thing | regular dental | not an accident or braces,Dental Services,progressive
medical bracelet,Medic Alert Bracelet,vague_turn1
crutches | the standard underarm kind,"Crutches, pair",progressive
I was at a remote hiking site and needed emergency helicopter medical transport to hospital,Other emergency services,storyteller
"just the FEE for drawing blood, not the tests themselves",Blood Withdrawal Fee,natural_diverse
wearing a medical alert bracelet for my seizure disorder,Medic Alert Bracelet,natural_diverse
app based therapy doctor suggested,Digital Cognitive Behavioural Therapy,partial_turn2
grab bars installed in the tub,Grab Bar/Bath Bar - permanent fixtures (purchase),partial_turn2
"submitting for psychotherapy sessions, therapist is registered RP",Psychotherapist,natural_diverse
"safety glasses i need for work, prescription safety frames",Safety Glasses,natural_diverse
chiropody and podiatry both treat feet so what's the difference? my receipt says chiropody treatment,Chiropody (Foot Care) Treatment,complaint
"post surgery thigh high compression recommended by doctor, the firm ones","Compression Stockings, thigh/full (20-29 mmhg)",natural_diverse
"this is a MASTERS level social worker not bachelors, different from other one",Social Worker (Masters level),natural_diverse
registered physiotherapist treating my post-surgical knee rehab,Physiotherapy,natural_diverse
claiming my daughter's orthodontic records including panoramic x-ray and photos taken before braces,Other Orthodontic/Dental Services (i.e. orthodontic records),parent_or_dependent
x-ray,X-Ray,vague_turn1
my doctor wants to get something pre-approved by insurance before the procedure,Estimate/Pre-Authorization,confused_student
gastroenterologist did the scope,Colonoscopy,partial_turn2
BP monitor | strapped on for a full day | cardiologist ordered,Ambulatory Blood Pressure Test,progressive
Where do I claim the separate fee they charge just for drawing blood?,Blood Withdrawal Fee,question
"SAFETY glasses not regular, required by my employer for the job",Safety Glasses,natural_diverse
therapist,Psychologist,vague_turn1
"naturopathy consult and treatments, integrative medicine approach",Naturopathic Treatment,natural_diverse
wheeled commode chair rolling,Wheeled Commode (purchase),terse
"sleep clinic prescribed sleep apnea machine machine for my apnea, how do i claim","CPAP, APAP, BIPAP Machine",natural_diverse
the seat for the shower,Bath Bench/Chair (purchase),vague_turn1
my son needs to submit a claim for his footless compression calf sleeves for track,"Compression Calf Sleeves/Tights (footless), any length",parent_or_dependent
"submitting for my son's psychologist visits, he's a registered psych",Psychologist,natural_diverse
ultrasound | paid privately | at imaging clinic | couldn't wait,Ultrasound,progressive
"I just grabbed a wrist thing from the drugstore, it's not custom or anything",Brace (Non-custom),confused_student
commode chair purchased for home use during my dad's recovery,Stationary Commode (purchase),natural_diverse
quad cane,Quad Cane (purchase),vague_turn1
ambulance fee emergency transport,Ambulance,natural_diverse
submitting for speech language pathologist visits,Speech Therapy,natural_diverse
wheeled walker rollator purchase,Walker - with wheels (purchase),natural_diverse
the hard cast,"Cast, fiberglass",vague_turn1
mental health thing,Other mental health services,vague_turn1
emergency | not ambulance or hospital | urgent care clinic,Other emergency services,progressive
"super tight compression stockings knee high, doctor said get the strong ones","Compression Stockings, knee length (30 mmhg & over)",natural_diverse
TENS electrode pads supplies,"Stimulator, supplies",natural_diverse
phlebotomy fee separate from tests,Blood Withdrawal Fee,partial_turn2
leg brace,"Brace, AFO/KAFO (Custom)",vague_turn1
"stoma supplies for my urostomy, monthly supplies claim",Ostomy,natural_diverse
"glasses | prescription lenses, need them to see",Prescription Glasses,progressive
"monthly medication refill, my blood pressure pills",Drug,natural_diverse
made from a mold of my leg,"Compression Stockings, custom, any length",partial_turn2
purchased a FreeStyle Libre 2 reader device from the pharmacy,Glucose Monitoring System Receiver,brand_specific
speech pathologist | sessions | for my language recovery after stroke,Speech Therapy,progressive
rehab exercises and manual therapy,Physiotherapy,partial_turn2
submitting for elevated toilet seat we bought for post surgery recovery,Raised Toilet seat (purchase),natural_diverse
purchased a folding cane for my arthritic mother,"Cane, standard",natural_diverse
breast pump | electric | for going back to work,Breast Pump (purchase),progressive
protective eyewear | prescription lenses | employer requires them,Safety Glasses,progressive
the gel and wand scan,Ultrasound,partial_turn2
"I got compression gloves for my arthritis, they're not stockings or a regular brace",Other garment brace services (i.e. compression gloves),confused_student
"blood test for my prostate, the the prostate blood test screening",PSA Test (Prostate Specific Antigen),natural_diverse
"someone came to my house to help me with stuff after my surgery, like a home nurse",In Home Support Services,confused_student
chiropodist not podiatrist,Chiropody (Foot Care) Treatment,partial_turn2
a brace,Brace (Non-custom),vague_turn1
"submitting for off the shelf orthotics, not the custom kind",Standard foot orthotics or shoe inserts,natural_diverse
submitting for my son's fiberglass cast after his wrist break,"Cast, fiberglass",natural_diverse
breast pump electric purchase,Breast Pump (purchase),terse
"tinnitus management program, audiologist provided treatment",Other hearing services,natural_diverse
What category for adult incontinence products?,Incontinence Supplies,question
"the dropdown has like seven compression stocking options and mine are just mild ones under 14 mmhg, which one??","Compression Stockings, any length (up to 14 mmhg)",complaint
"pump consumables, the pieces i have to replace every few days",Insulin infusion pump supplies,natural_diverse
"I filed under 'Chiropody Foot Care Treatment' but my receipt says podiatrist, not chiropodist",Podiatry Treatment,wrong_guess
"custom left knee brace for joint arthritis, do i claim under brace or orthotics","Brace, left knee (Custom)",natural_diverse
"bedside humidifier, doctor recommended for my asthma management",Humidifier (Table Top),natural_diverse
private ultrasound paid out of pocket,Ultrasound,partial_turn2
submitting for a wig my wife needed after her chemotherapy,Wig,natural_diverse
forearm support crutches,Forearm Crutch (purchase),vague_turn1
I chose 'Compression Stockings knee length 15-19' but mine are actually only 12 mmhg,"Compression Stockings, any length (up to 14 mmhg)",wrong_guess
"I need IV stand for home, for medicine that go in my vein, I buy the metal stand with hook",IV Stand (purchase),esl_speaker
aerochamber spacer puffer,Aerochamber,terse
blood pressure thing | wore it all day and night | 24 hour test,Ambulatory Blood Pressure Test,progressive
PSA prostate blood test,PSA Test (Prostate Specific Antigen),terse
buying a transport wheelchair for my mother so we can take her to appointments easily,Transport Wheelchair,parent_or_dependent
"CLINICAL counsellor not a psychologist, her designation is counsellor",Clinical Counsellor,natural_diverse
Claiming single-vision CR-39 lenses with anti-reflective coating and titanium frames fitted to prescription,Prescription Glasses,detailed_clinical
compression arm sleeve,Other garment brace services (i.e. compression gloves),vague_turn1
compression gloves,Other garment brace services (i.e. compression gloves),vague_turn1
mammogram | annual | breast cancer screening | paid privately,Mammogram,progressive
registered massage therapy for my neck and back tension,Massage,natural_diverse
inhaler thing | the spacer that attaches to my puffer,Aerochamber,progressive
accident tooth,Dental Accident,vague_turn1
Claiming bilateral weight-bearing anteroposterior and lateral radiographic imaging of the knees,X-Ray,detailed_clinical
"the province paid some, submitting the balance for top-up coverage",Provincial Replacement Plan,natural_diverse
MSW not BSW,Social Worker (Masters level),partial_turn2
"there's automatic and manual insulin guns plus pens and pumps, mine is the automatic GUN not a pen",Insulin Gun (automatic),complaint
"I picked up medicine the doctor prescribed, just regular pills from the pharmacy",Drug,confused_student
"TENS unit, the machine itself","Stimulator, muscle/nerve (TENS)",partial_turn2
had my annual eye exam at FYidoctors location in Rideau Centre,Eye Exam,brand_specific
"my psychologist has a doctorate, does psychological assessments and therapy",Psychologist,natural_diverse
"Where do I claim a lab test that doesn't match allergy, vitamin D, PSA, or other specific categories?",Other laboratory and diagnostic tests,question
orthodontic records diagnostic dental,Other Orthodontic/Dental Services (i.e. orthodontic records),natural_diverse
"I went to someone who checked my hearing and adjusted my hearing aids, she's an audiologist",Audiologist Services,confused_student
specialist,Other health specialists,vague_turn1
"not stockings, the compression gloves",Other garment brace services (i.e. compression gloves),partial_turn2
"vision therapy program, 12 sessions, prescribed by optometrist",Other vision services (i.e. safety glasses),natural_diverse
standard walker without wheels for my elderly father after his hip surgery,Walker - non wheeled (purchase),natural_diverse
crutches after my injury,"Crutches, pair",vague_turn1
"using an online cognitive behavioural therapy program, do i claim",Digital Cognitive Behavioural Therapy,natural_diverse
home asthma monitoring device,Peak Flow Meter,partial_turn2
"I bought new hoses and filter things for my breathing machine, not the machine or mask","CPAP, APAP, BIPAP Supplies",confused_student
submitting for peak flow meter my respirologist recommended,Peak Flow Meter,natural_diverse
"transit wheelchair, the folding kind for taking to appointments",Transport Wheelchair,natural_diverse
private scan,MRI (Magnetic Resonance Imaging),vague_turn1
bath seat | so I can sit while showering | for my balance issues,Bath Bench/Chair (purchase),progressive
the pump for milk,Breast Pump (purchase),vague_turn1
arch support | not fitted | just picked size from the rack,Standard foot orthotics or shoe inserts,progressive
mastectomy bra prosthetic,Mastectomy bra,terse
ear wax removal | at hearing clinic | not hearing aids,Other hearing services,progressive
"I went to the dentist for a regular cleaning and checkup, basic stuff",Dental Services,confused_student
I've had heel pain for months so I saw a podiatrist who diagnosed plantar fasciitis and did some manual therapy,Podiatry Treatment,storyteller
safety frames with my prescription lenses,Safety Glasses,partial_turn2
overnight sleep apnea study at the hospital sleep clinic,Sleep Study,natural_diverse
"had my vitamin D checked, it was very low",Vitamin D Test,natural_diverse
the pads for incontinence,Incontinence Supplies,vague_turn1
submitting for vision therapy my optometrist prescribed,Other vision services (i.e. safety glasses),natural_diverse
it's the little piece that clips onto the sensor and sends data to my phone wirelessly,Glucose Monitoring System Transmitter,confused_student
MRI scan private clinic,MRI (Magnetic Resonance Imaging),terse
ostomy | colostomy bags and supplies | monthly claim,Ostomy,progressive
dental accident injury tooth,Dental Accident,natural_diverse
"got knee high stokings medium compression from the drug store, varicose veins","Compression Stockings, knee length (15-19 mmhg)",natural_diverse
Claiming a comprehensive pharmacogenomic panel and BRCA1/BRCA2 mutation screening,Screening (for DNA/Genetic purposes),detailed_clinical
"inhaler spacer chamber, doctor said i need one for my asthma inhaler",Aerochamber,natural_diverse
"had to get safety glasses for my job, the protective kind with my prescription",Safety Glasses,natural_diverse
nursing home long term care fees,Nursing Home and Long Term Care,natural_diverse
"CONTACTS not glasses, prescription lenses i put in my eyes",Prescription Contacts,natural_diverse
"I see homeopath doctor, she give me small medicine and ask many question about my health",Homeopathic Treatment,esl_speaker
the contour neck pillow my physio said to get for my posture,Cervical Pillow,natural_diverse
Which category for a treatment appointment with a licensed podiatrist?,Podiatry Treatment,question
"JUST the exam not glasses, the actual checkup at the eye doctor",Eye Exam,natural_diverse
dental estimate,Dental Estimate for Services,vague_turn1
Submitting receipt for bilateral below-knee support hosiery rated 8-14 mmHg for venous insufficiency prophylaxis,"Compression Stockings, any length (up to 14 mmhg)",detailed_clinical
"Where do I submit a vision-related claim that doesn't fit glasses, contacts, or eye exams?",Other vision services (i.e. safety glasses),question
measured and made specifically for my right knee,"Brace, right knee (Custom)",partial_turn2
"Claiming graduated compression calf sleeves, open-toe design, 15-20 mmHg, bilateral","Compression Calf Sleeves/Tights (footless), any length",detailed_clinical
medical compression garment,Other garment brace services (i.e. compression gloves),partial_turn2
got new prescription glasses with Essilor Varilux progressive lenses at Hakim Optical,Prescription Glasses,brand_specific
had shoe modifications done at Aetrex-certified pedorthist at BioPed clinic,Other foot care services (i.e. orthopedic shoe modification),brand_specific
braces initial fee and monthly,Orthodontic Services (Braces - initial and monthly fee),partial_turn2
the handheld device,Blood glucose meter,partial_turn2
"seeing a registered psychologist for my PTSD, not just a counsellor",Psychologist,natural_diverse
"mild support, wore them on the plane","Compression Stockings, any length (up to 14 mmhg)",partial_turn2
"this is an ONLINE CBT program not an in-person therapist visit, none of the mental health practitioner categories fit",Digital Cognitive Behavioural Therapy,complaint
claiming an insulin infusion pump for my teenage daughter who was recently diagnosed with type 1 diabetes,Insulin infusion pump,parent_or_dependent
"I went to someone who cut my toenails and scraped the hard skin off my feet, is that a chiropodist?",Chiropody (Foot Care) Treatment,confused_student
doctor prescribed cannabis for pain,Medical Cannabis,partial_turn2
supplies for my pump not the pump itself,Insulin infusion pump supplies,partial_turn2
folding chair someone else pushes,Transport Wheelchair,partial_turn2
the brace person made one specifically for my right knee after my injury,"Brace, right knee (Custom)",confused_student
store bought ankle brace,Brace (Non-custom),terse
my mother had a hip replacement and needs a home care worker to come help her bathe and get dressed,In Home Support Services,parent_or_dependent
I submitted under 'Social Worker Masters level' but my social worker actually has a BSW not an MSW,Social Worker (Bachelors),wrong_guess
"this isn't a new custom shoe and it's not orthotics, they MODIFIED my existing shoes, which category is that?",Other foot care services (i.e. orthopedic shoe modification),complaint
"elbow crutch purchase, forearm style for long term use not regular crutches",Forearm Crutch (purchase),natural_diverse
"I buy the tube and filter for CPAP machine, not machine and not mask, just parts","CPAP, APAP, BIPAP Supplies",esl_speaker
Which category for the wireless transmitter part of my glucose monitoring system?,Glucose Monitoring System Transmitter,question
"prostate antigen blood test, annual monitoring for my age",PSA Test (Prostate Specific Antigen),natural_diverse
submitting for ultrasound i had done at a private imaging clinic,Ultrasound,natural_diverse
"post mastectomy bra, the one with the pocket for prosthesis",Mastectomy bra,natural_diverse
electrode pads,"Stimulator, supplies",vague_turn1
used in bed when I couldn't walk,Bedpan,partial_turn2
"submitting for my MRI, the private one i paid for",MRI (Magnetic Resonance Imaging),natural_diverse
"OCCUPATIONAL THERAPY not physiotherapy, OT focuses on daily function",Occupational Therapy,natural_diverse
Where do I file for replacement electrode pads and wires for my TENS unit?,"Stimulator, supplies",question
Which category for a commode without wheels?,Stationary Commode (purchase),question
chiropractor | not massage | back and neck treatment,Chiropractic,progressive
acupuncturist treatment,Acupuncture,partial_turn2
"social worker | bachelor level, BSW",Social Worker (Bachelors),progressive
got a custom Ossur Rebound right knee brace fitted at the sports medicine clinic,"Brace, right knee (Custom)",brand_specific
Which category for a massage therapy session with a registered massage therapist?,Massage,question
sessions with my RCC clinical counsellor through the Onyx Therapy Group,Clinical Counsellor,brand_specific
automatic home BP monitor for my hypertension management,Blood pressure monitor,natural_diverse
CGM screen,Glucose Monitoring System Receiver,vague_turn1
special stockings | they measured my legs and made them to fit,"Compression Stockings, custom, any length",progressive
my son needs to claim his custom left knee brace after his hockey injury,"Brace, left knee (Custom)",parent_or_dependent
"protective prescription eyewear for workshop use, claim under what",Safety Glasses,natural_diverse
I bought those little needle things that prick your finger for blood sugar testing,Lancet,confused_student
allergy test | blood drawn not skin prick | IgE panel,Blood test for Allergies (IG test not eligible),progressive
brace from the orthotist,"Brace, AFO/KAFO (Custom)",vague_turn1
spring-loaded insulin injector for my mother who can't self inject manually,Insulin Gun (automatic),natural_diverse
submitting for transport chair for my disabled parent,Transport Wheelchair,natural_diverse
special pillow | cervical | for my neck pain after whiplash,Cervical Pillow,progressive
meds,Drug,vague_turn1
alcohol swabs injection prep,Alcohol swabs,natural_diverse
Claiming a pair of standard axillary crutches with padded handgrips and underarm cushions,"Crutches, pair",detailed_clinical
Which category for permanent grab bars I had installed in my bathroom?,Grab Bar/Bath Bar - permanent fixtures (purchase),question
diagnostic not the standard ones,Other laboratory and diagnostic tests,partial_turn2
my child sees an occupational therapist for fine motor skill development and sensory processing,Occupational Therapy,parent_or_dependent
audiologist,Audiologist Services,vague_turn1
submitting for my father's audiologist appointment,Audiologist Services,natural_diverse
"goes up to my knee, pretty firm","Compression Stockings, knee length (20-29 mmhg)",partial_turn2
"full leg compression | thigh high | the strongest kind, for my lymphedema","Compression Stockings, thigh/full (30 mmhg & over)",progressive
"BREAST PUMP not related to baby formula, the pump device itself",Breast Pump (purchase),natural_diverse
